ONTOLOGY	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0098813	nuclear chromosome segregation	119/4549	323/18860	0.368421052631579	1.52746121183372	5.39081430620677	1.77933980575578e-07	7.20746681575051e-06	4.98503297806884e-06	ACTL6A/ANAPC11/ANAPC7/ASPM/AURKA/AURKB/BCL7A/BIRC5/BRIP1/BUB1/BUB1B/BUB3/CCNB1/CCNB2/CCNE1/CCNE2/CDC20/CDC6/CDCA8/CDK1/CDT1/CENPE/CENPF/CENPI/CENPK/CENPQ/CEP97/CHEK2/DCAF13/DLGAP5/DMC1/DPF1/DRG1/DSN1/DUSP1/ECT2/ESPL1/FAM83D/FANCD2/FBXO5/GEN1/HASPIN/HECW2/HORMAD1/HSPA1B/INCENP/KAT2B/KIF11/KIF14/KIF15/KIF18A/KIF18B/KIF22/KIF23/KIF2C/KIF4A/KIFC1/KMT5A/KNL1/KNSTRN/KNTC1/MAD2L1/MAD2L2/MAP10/MEIOB/MISP/MSH5/MYBL2/MZT1/NCAPD2/NCAPD3/NCAPG/NCAPG2/NCAPH/NDC1/NDC80/NEK2/NUF2/NUP62/P3H4/PLK1/PRICKLE1/PSMC3IP/PSRC1/PTTG1/RACGAP1/RAN/RCC1/RCC2/RIPOR2/RMI2/RRS1/SGO1/SHOC1/SIRT7/SKA1/SKA3/SMARCB1/SMC2/SMC4/SPAG5/SPC24/SPC25/SPDL1/SYCE2/SYCE3/SYCP2/TACC3/TOP2A/TPX2/TRIP13/TTK/TUBG1/UBE2C/UHRF1/USP44/XRCC3/ZWILCH/ZWINT	119
BP	GO:0045766	positive regulation of angiogenesis	78/4549	191/18860	0.408376963350785	1.69311706502436	5.42806519478809	2.17069152511884e-07	8.73668773708658e-06	6.04271619999558e-06	ACVRL1/ADAM12/ADM/ADM2/ANXA3/APELA/APLNR/AQP1/BMPER/BRCA1/C3/C3AR1/C5AR1/CAMP/CCBE1/CCL24/CD34/CD36/CDH5/CLIC3/CX3CL1/CYBB/DDAH1/DLL1/DSG2/EMILIN2/EMP2/ENG/EPHA1/ETS1/FGF18/FGF2/FLT1/GAB1/GATA2/GATA6/GREM1/HK2/HMGA2/HMOX1/HSPB1/HSPB6/HYAL1/IL1B/ISL1/ITGAX/ITGB2/ITGB8/JCAD/JUP/KDR/KLF4/MDK/NRP1/PDCD6/PKM/PRKCB/PRKD1/PTGIS/RAMP2/RAPGEF3/RHOB/RRAS/SASH1/SEMA5A/SFRP2/SPHK1/TBXA2R/TEK/TGFBR2/TGM2/THBS1/TIE1/TJP1/TLR3/TNFSF12/TWIST1/WNT5A	78
BP	GO:0019722	calcium-mediated signaling	94/4549	242/18860	0.388429752066116	1.61041660232292	5.38827577450579	2.19956196856389e-07	8.79685574642734e-06	6.08433130811276e-06	ACKR3/ACKR4/ADA/ADGRB2/AGTR1/AKAP5/AKAP6/ANK2/ATP1A2/ATP2A2/BST1/BTK/C3AR1/CACNA1C/CALML3/CASQ2/CCL3/CCL4/CCR1/CCR2/CCRL2/CD22/CD4/CHP2/CHRM3/CLIC2/CMKLR1/CX3CR1/CXCR1/CXCR2/DEFB1/EDN1/EDN2/EDNRB/EFHB/FCGR3A/FHL2/FPR2/GRIA1/GRIN2D/GSTM2/HOMER3/HTR2C/ITPR1/JPH2/JPH3/JPH4/JPT2/KCNJ8/LAT2/LMCD1/LRRK2/MCTP1/MYOZ1/NCALD/NEGR1/NFAM1/NFATC2/NMUR1/NR5A1/NR5A2/P2RX1/P2RX7/P2RY12/PCP4/PLCE1/PLEK/PLN/POMC/PPP1R9A/PRKD1/PTPRC/RAMP3/RCAN1/RCAN2/REM1/RGN/RYR1/RYR2/SAMD14/SELE/SGCD/SLC8A1/SPHK1/TBC1D10C/TMEM100/TMEM38B/TNFSF11/TNNI3/TRAT1/TREM2/TREML1/TRPA1/TRPM2	94
BP	GO:0002274	myeloid leukocyte activation	98/4549	255/18860	0.384313725490196	1.59335169548145	5.37835851655847	2.22187315970906e-07	8.83019905421481e-06	6.1073931539967e-06	ADGRF5/ADORA2B/AGER/AIF1/ANXA3/BATF3/BTK/C1QA/C5AR1/CAMP/CCL3/CCR2/CD177/CD300LF/CD33/CD37/CD74/CD93/CHGA/CLEC12A/CLU/CSF1/CSF2/CST7/CTSG/CX3CL1/CX3CR1/CXCL6/CXCR2/DCSTAMP/DHRS2/DNASE1L3/DOCK2/DYSF/EDN2/F2RL1/FCER1A/FCER1G/FCGR3A/FES/FGR/FOXF1/FOXP1/FPR2/GAB2/GATA2/GKN2/HAVCR2/HSPD1/HYAL2/IL16/IL18RAP/IL1RL1/IL31RA/IL33/IL6/ITGAM/ITGB2/ITGB8/JUN/JUND/KCNJ8/LAT2/LBP/LCP2/LDLR/LILRA2/LRRK2/LTBR/NDRG1/NR4A1/NR4A3/PIK3CG/PLA2G10/PLA2G2A/PRAM1/PREX1/PRKCE/PTGDS/PTPRC/PTPRE/SCNN1B/SLC11A1/SPHK1/SPI1/STXBP1/TGFBR2/THBS1/TLR3/TLR4/TREM2/TSLP/TSPAN32/TYROBP/UNC13D/VAMP2/VSIG4/WNT5A	98
BP	GO:1903706	regulation of hemopoiesis	154/4549	443/18860	0.347629796839729	1.44126136917944	5.29871590506439	2.2803663855864e-07	8.99124007516679e-06	6.21877692041421e-06	ACTL6A/ADA/AGER/ASCL2/AXL/B2M/BTK/C1QC/CARD11/CCL3/CCR1/CCR2/CD101/CD4/CD69/CD74/CD83/CD86/CDK6/CDKN2A/CLDN18/CLEC12A/CR1/CRTAM/CSF1/CSF3/CSF3R/DCSTAMP/DLL1/DROSHA/EGR3/EIF6/ERFE/ETS1/EVI2B/FADD/FANCA/FANCD2/FAXDC2/FES/FGL2/FOS/FOXJ1/FOXN1/FOXP1/FOXP3/FSTL3/GAS6/GATA2/GLI2/GPR65/H4C1/H4C11/H4C12/H4C2/H4C3/H4C4/H4C5/H4C8/H4C9/HLA-DOA/HLA-DRA/HLA-DRB1/HLX/HMGB2/HMGB3/HOXA5/HOXA9/HOXB8/HSPA1B/ID2/IL12RB1/IL17D/IL1RL2/IL23A/IL2RA/IL36B/IL4I1/IL7R/INHA/INPP5D/IRF1/JAG1/JUNB/KAT2A/LEF1/LIF/LILRB1/LILRB2/LILRB3/MDK/MEF2C/MITF/MMP14/MTURN/NCKAP1L/NEDD9/NFAM1/NFKBIA/NFKBIZ/NLRP3/NRARP/OPA1/PF4/PGLYRP3/PIAS3/PRDM16/PRDX2/PRKCZ/PRKDC/PRMT1/PRXL2A/PTPRC/QKI/RAG1/RARA/RARG/RASSF2/RHEX/SASH3/SLC46A2/SMAD7/SMARCB1/SNAI2/SOX12/SOX4/SPI1/SPINK5/STAT5A/TAL1/TBX21/TCIM/TESPA1/TGFBR2/TLR3/TLR4/TM4SF19/TMEM178A/TNFSF11/TNFSF18/TNFSF4/TOX/TREM2/TRIB1/TSC22D1/TYROBP/UBASH3B/VSIR/WNT10B/ZBTB16/ZBTB46/ZC3H8/ZEB1/ZFP36	154
BP	GO:0090068	positive regulation of cell cycle process	105/4549	278/18860	0.377697841726619	1.5659224653691	5.35939062625198	2.29085243250808e-07	8.99124007516679e-06	6.21877692041421e-06	ADAMTS1/AIF1/ANAPC11/ANAPC7/ATAD5/AURKA/AURKB/BIRC5/BUB1/CCDC15/CCNB1/CCND3/CCNE1/CCNE2/CDC20/CDC25A/CDC25C/CDC6/CDC7/CDCA8/CDK1/CDK4/CHEK1/CHEK2/CPSF3/CRNN/DBF4/DBF4B/DDR2/DDX11/DLGAP5/DRD2/DTL/DYRK3/E2F7/E2F8/ECT2/EDN1/EGF/EGFR/EIF4G1/ESPL1/EZH2/FAM83D/FBXO5/FEN1/GEN1/GPSM2/HOXA13/IL1B/INCENP/KAT2B/KIF14/KIF20B/KIF23/KNL1/LEF1/MAD2L1/MAP10/MSX2/MTBP/NCAPD2/NCAPD3/NCAPG/NCAPG2/NCAPH/NDC80/NPM2/NUP62/PDGFB/PKP3/PLK4/POC1A/PPP1R35/PRKCE/RACGAP1/RAD51AP1/RANBP1/RCC2/RGCC/RHNO1/RRM1/RRM2/SASS6/SKA1/SKA3/SMC2/SMC4/SMC6/SMPD3/SOX15/SPAG5/SPAST/SPHK1/STIL/STRA8/TBX2/TFDP1/TGFA/TP63/UBE2C/USP44/WNT10B/WNT5A/XRCC3	105
BP	GO:0048863	stem cell differentiation	101/4549	265/18860	0.381132075471698	1.58016068221504	5.36235357591879	2.33448995207194e-07	9.08567304081488e-06	6.28409133115056e-06	A2M/ACE/ALDH1A2/ALX1/BMP7/BMPR2/CDH2/CDK6/CITED2/DMRTA2/EDN1/EDNRA/EDNRB/EPOP/EZH2/FGF19/FGF2/FOLR1/FRZB/GATA6/GDNF/GPM6A/GREM1/GSC/HDAC1/HDAC2/HES1/HMGA2/HNF1B/HOXD4/ISL1/JAG1/JARID2/KBTBD8/KDM3A/KRT14/LBH/LIF/MEF2C/METTL5/MSI2/MSX2/MTA1/NDUFS6/NKX2-5/NR5A2/NRP1/NRTN/NSUN2/OSR1/PDCD6/PHF5A/PITX2/PRICKLE1/PRKDC/PSMD11/PTPRC/PUS7/RADIL/RDH10/RPS7/RUNX2/SEMA3B/SEMA3E/SEMA3F/SEMA3G/SEMA4B/SEMA4C/SEMA5A/SEMA5B/SEMA6B/SFRP2/SH2B3/SIX1/SLC4A11/SMAD9/SMO/SMYD5/SNAI2/SOX17/SOX18/SOX21/SOX9/TACSTD2/TAL1/TAPT1/TBX1/TBX2/TBX5/TCF15/TCOF1/TFAP2C/TGFB2/TGFBR2/TMSB4X/TP63/TWIST1/WNT10A/WNT3/WNT7A/ZEB2	101
BP	GO:0071677	positive regulation of mononuclear cell migration	47/4549	98/18860	0.479591836734694	1.98837151919462	5.53064779172873	2.34366941866249e-07	9.08567304081488e-06	6.28409133115056e-06	AGER/AIF1/ANO6/ASCL2/C1QBP/C3AR1/C5AR1/CCL2/CCL21/CCL3/CCL4/CCL7/CCR1/CCR2/CD47/CMKLR1/CSF1/CSF1R/CX3CL1/CX3CR1/CXCL10/CXCL12/CXCL13/CXCL17/DOCK8/FADD/FPR2/GAS6/JAM2/JAM3/LGALS3/MDK/MMP14/NEDD9/P2RY12/RARRES2/S100A14/S100A7/SPI1/SPN/THBS1/TNFSF14/TNFSF18/TREM2/TRPV4/WNT5A/XCL1	47
BP	GO:0003151	outflow tract morphogenesis	42/4549	84/18860	0.5	2.0729830732029	5.55665308210315	2.39010031219587e-07	9.2091730931498e-06	6.36950994623699e-06	BMP7/BMPR2/CITED2/CLDN5/CRKL/EDN1/EDNRA/ELN/ENG/FOLR1/GATA6/GJA5/HES1/HEYL/ISL1/JAG1/JUN/LRP2/MEF2C/MSX2/NKX2-5/NPY1R/NRP1/PITX2/PLXND1/PRICKLE1/RARA/ROBO2/RYR1/SFRP2/SIX1/SMAD6/SOX11/SOX17/SOX18/TBX1/TBX2/TGFB2/TGFBR2/TGFBR3/TWIST1/ZFPM2	42
BP	GO:0045765	regulation of angiogenesis	131/4549	365/18860	0.358904109589041	1.48800428816208	5.30793028849552	2.4533960614083e-07	9.35364371294968e-06	6.4694328210105e-06	ACVRL1/ADAM12/ADAMTS1/ADAMTS9/ADGRA2/ADGRB2/ADGRG6/ADM/ADM2/ALOX5/ANXA3/APELA/APLNR/APOH/AQP1/BMPER/BRCA1/C3/C3AR1/C5AR1/CAMP/CCBE1/CCL24/CCN6/CCR2/CD34/CD36/CDH5/CEMIP2/CLDN5/CLIC3/COL4A3/CREB3L1/CX3CL1/CX3CR1/CXCL10/CXCL13/CYBB/DCN/DDAH1/DLL1/DSG2/E2F2/ECSCR/EFNA3/EMILIN2/EMP2/ENG/EPHA1/ETS1/FBLN5/FGF18/FGF2/FKBPL/FLT1/FYN/GAB1/GATA2/GATA6/GPNMB/GPR4/GREM1/HK2/HMGA2/HMOX1/HOXA5/HSPB1/HSPB6/HYAL1/IL1B/IL6/ISL1/ITGAX/ITGB2/ITGB8/JCAD/JUP/KDR/KLF2/KLF4/LEP/MDK/NAXE/NPR1/NRP1/PDCD10/PDCD6/PDE3B/PF4/PGK1/PIK3CG/PKM/PLXND1/PPARG/PPP1R16B/PRKCB/PRKD1/PTGIS/PTPRM/QKI/RAMP2/RAPGEF3/RECK/RGCC/RHOB/RHOJ/RRAS/SASH1/SEMA3E/SEMA5A/SFRP2/SPHK1/SPINK5/STARD13/SULF1/TBXA2R/TEK/TGFB2/TGFBR2/TGM2/THBS1/THBS2/TIE1/TJP1/TLR3/TNFSF12/TSPAN12/TWIST1/VASH1/WNT5A/YJEFN3	131
BP	GO:0022408	negative regulation of cell-cell adhesion	87/4549	220/18860	0.395454545454545	1.63954115789684	5.37946632363255	2.45720027907841e-07	9.35364371294968e-06	6.4694328210105e-06	ABCA12/ADAMTS18/AKNA/ALOX12/ARG2/ASCL2/B4GALNT2/BMP2/BMP6/CCL21/CD37/CD69/CD74/CD86/CD9/CDH1/CDKN2A/CR1/CRTAM/CTSG/CXCL12/DAPL1/DLG1/DLG5/EPB41L5/FGL2/FOXJ1/FOXP3/GPNMB/GTPBP4/HAVCR2/HLA-DRB1/HLA-E/HLX/IL20RB/IL2RA/IL4I1/IRF1/JAG1/KLF4/LAPTM5/LGALS3/LILRB1/LILRB2/LRRC32/MAD2L2/MDK/MUC21/MYADM/NOTCH4/NRARP/PAG1/PLA2G2A/PLA2G5/PODXL/PRDX2/PRKG1/PTPN22/RGCC/RIPOR2/SCGB1A1/SCRIB/SDC4/SERPINE2/SFTPD/SH2B3/SMAD7/SPI1/SPINT2/SPN/STAT5A/TBX21/TNFAIP8L2/TNFRSF21/TNFSF18/TNFSF4/TRPV4/TSPAN32/UBASH3B/USP5/VSIG4/VSIR/VTCN1/XCL1/YWHAG/ZC3H8/ZNF703	87
BP	GO:1901888	regulation of cell junction assembly	107/4549	285/18860	0.375438596491228	1.55655571110674	5.33763620246485	2.4990243316402e-07	9.45588907283499e-06	6.54015066181539e-06	ABI3/ACE/ACVRL1/ADGRB2/AMIGO1/APLNR/ARHGAP33/ARHGAP6/ARHGEF15/ASIC1/BDNF/CARMIL3/CAV1/CBLN2/CLDN1/CLDN5/CLSTN1/CNTNAP2/COL16A1/CPEB3/CRTAC1/CYFIP2/DKK1/DLC1/DLG5/DOCK10/DOCK4/DSG3/EIF4G1/ELMO1/EPB41L5/EPHA7/EPHB1/EPHB2/EPHB3/FAM107A/FERMT2/FLRT3/FZD5/GPBAR1/GPM6B/GREM1/HOPX/ICAM5/IGSF11/IL1B/IL1RAP/KDR/LIMCH1/LIN7A/LRFN1/LRFN4/LRP4/LRRC15/LRRC4B/LRRN3/MACF1/MAP1B/MARK1/MEF2C/MMP14/MYO1C/MYOC/NAE1/NECTIN1/NEGR1/NEURL1/NLGN2/NRP1/NTN1/NTRK2/NUMBL/PEAK1/PRICKLE1/PTPRS/RAB17/RAC3/RAP1A/RAPGEF2/RCC2/RHOD/RNF7/ROBO2/RTN4R/SDC4/SEMA4C/SIGMAR1/SIX1/SIX4/SNAI1/SNAI2/SRGAP2C/SRPX2/ST8SIA2/SYNDIG1/TBX5/TEK/THBS1/THBS2/TJP1/TLN1/TLR2/TPBG/VSTM5/WNT3A/WNT5A/WNT7A	107
BP	GO:0007160	cell-matrix adhesion	95/4549	246/18860	0.386178861788618	1.60108448743314	5.35014468112793	2.60599448024298e-07	9.80195185753297e-06	6.77950443732384e-06	ACVRL1/ADAMTS12/ADAMTS13/ADAMTS9/ARHGAP6/BST1/CASK/CCL21/CCN2/CD34/CD36/CDK6/CDKN2A/CEACAM6/COL13A1/COL16A1/COL17A1/COL3A1/CORO2B/CSF1/CX3CL1/DDR1/DLC1/ECM2/EMP2/EPB41L5/EPDR1/EPHA1/FAM107A/FBLN5/FERMT1/FERMT2/FERMT3/FGG/FREM1/GFUS/GPM6B/GREM1/HOXD3/ITGA1/ITGA10/ITGA11/ITGA2/ITGA6/ITGA7/ITGA8/ITGA9/ITGAL/ITGAM/ITGAV/ITGAX/ITGB2/ITGB4/ITGB8/ITGBL1/JAG1/JAM3/JUP/KDR/L1CAM/LEF1/LIMCH1/LYPD3/LYVE1/MACF1/MMP12/MMP14/MSLN/MUC4/MYOC/NPNT/NRP1/PARVG/PEAK1/PECAM1/PLAU/PLPP3/POSTN/RCC2/RHOD/RNF7/RRAS/SDC4/SEMA3E/SGCE/SIGLEC1/SNED1/SORBS1/SVEP1/TEK/THBS1/THSD1/TLN1/TNXB/UTRN	95
BP	GO:1904018	positive regulation of vasculature development	79/4549	195/18860	0.405128205128205	1.67964782341568	5.37860370595435	2.69761415857435e-07	1.00865229988351e-05	6.97632761532276e-06	ACVRL1/ADAM12/ADM/ADM2/ANXA3/APELA/APLNR/AQP1/BMPER/BRCA1/C3/C3AR1/C5AR1/CAMP/CCBE1/CCL24/CD34/CD36/CDH5/CLIC3/CX3CL1/CXCL12/CYBB/DDAH1/DLL1/DSG2/EMILIN2/EMP2/ENG/EPHA1/ETS1/FGF18/FGF2/FLT1/GAB1/GATA2/GATA6/GREM1/HK2/HMGA2/HMOX1/HSPB1/HSPB6/HYAL1/IL1B/ISL1/ITGAX/ITGB2/ITGB8/JCAD/JUP/KDR/KLF4/MDK/NRP1/PDCD6/PKM/PRKCB/PRKD1/PTGIS/RAMP2/RAPGEF3/RHOB/RRAS/SASH1/SEMA5A/SFRP2/SPHK1/TBXA2R/TEK/TGFBR2/TGM2/THBS1/TIE1/TJP1/TLR3/TNFSF12/TWIST1/WNT5A	79
BP	GO:0035136	forelimb morphogenesis	25/4549	40/18860	0.625	2.59122884150363	5.67982736563541	2.7375330553417e-07	1.01411703922361e-05	7.01412439819167e-06	ALDH1A2/CACNA1C/CRABP2/EN1/HOXA11/HOXA13/HOXA9/HOXD10/HOXD9/MSX2/OSR1/OSR2/RDH10/RECK/RSPO2/RUNX2/SHOX2/TBX5/TFAP2A/TFAP2B/TP63/TWIST1/WNT3/WNT7A/ZBTB16	25
BP	GO:0035115	embryonic forelimb morphogenesis	22/4549	33/18860	0.666666666666667	2.7639774309372	5.71796826579403	2.74432685088207e-07	1.01411703922361e-05	7.01412439819167e-06	ALDH1A2/CACNA1C/CRABP2/EN1/HOXA11/HOXA13/HOXA9/HOXD9/MSX2/OSR1/OSR2/RDH10/RECK/RSPO2/RUNX2/SHOX2/TBX5/TFAP2A/TP63/TWIST1/WNT3/WNT7A	22
BP	GO:0042129	regulation of T cell proliferation	78/4549	192/18860	0.40625	1.68429874697736	5.37315997266424	2.79979763483691e-07	1.02860007293805e-05	7.11429607089527e-06	AGER/AIF1/ARG2/BID/CARD11/CCR2/CD24/CD276/CD37/CD4/CD40LG/CD55/CD81/CD86/CDKN2A/CLC/CR1/CRTAM/DHPS/DLG1/DLG5/DNAJA3/FADD/FOXJ1/FOXP3/GPNMB/HAVCR2/HES1/HHLA2/HLA-DMB/HLA-DPA1/HLA-DPB1/HLA-DRB1/HLA-E/IGFBP2/IL12RB1/IL1B/IL20RB/IL23A/IL2RA/IL4I1/IL6/IL6ST/IRF1/LAPTM5/LEP/LGALS3/LILRB1/LILRB2/LMO1/LRRC32/NCKAP1L/NR5A2/PLA2G2A/PLA2G5/PRKCQ/PTPRC/RIPOR2/SASH3/SCGB1A1/SCRIB/SDC4/SFTPD/SLC7A1/SPN/STAT5A/TFRC/TGFBR2/TNFRSF1B/TNFRSF21/TNFSF18/TNFSF4/TSPAN32/VSIG4/VSIR/VTCN1/XCL1/ZP3	78
BP	GO:0002819	regulation of adaptive immune response	88/4549	224/18860	0.392857142857143	1.62877241465942	5.33732251316494	2.95890922207274e-07	1.08077152452472e-05	7.47513908734167e-06	ADA/AGER/ASCL2/ATAD5/B2M/BTK/C17orf99/C3/C4BPA/C4BPB/CCR2/CD1C/CD1E/CD4/CD55/CD69/CD81/CLC/CR1/EPHB2/EXOSC3/FADD/FCER1G/FCGR1A/FOXJ1/FOXP3/FZD5/HAVCR2/HLA-DRA/HLA-DRB1/HLA-E/HLX/HMCES/HSPD1/IL12RB1/IL18R1/IL1B/IL1R1/IL1RL1/IL20RB/IL23A/IL33/IL4I1/IL6/IL6ST/IL7R/IRF1/JUNB/KMT5C/LILRB1/MAD2L2/MEF2C/MSH2/NCKAP1L/NFKBIZ/NLRP3/NSD2/OPA1/P2RX7/PMS2/PRKCQ/PRKCZ/PTPRC/RAET1G/RAET1L/RSAD2/SAMSN1/SASH3/SECTM1/SLC11A1/SMAD7/SPN/STAT5A/SUSD4/TBX21/TFRC/TNFRSF1B/TNFSF13/TNFSF18/TNFSF4/TREM2/ULBP2/ULBP3/USP5/WAS/XCL1/YWHAG/ZP3	88
BP	GO:0051251	positive regulation of lymphocyte activation	125/4549	346/18860	0.361271676300578	1.49782013959747	5.26917581478124	3.05424498707209e-07	1.10918241800624e-05	7.67164258095784e-06	ACTL6A/ADA/AGER/AIF1/ATAD5/AXL/B2M/BST1/BTK/CARD11/CAV1/CCL2/CCL21/CCR2/CD24/CD276/CD4/CD40LG/CD47/CD55/CD74/CD81/CD83/CD86/CR1/DHPS/DNAJA3/DOCK8/DPP4/EGR3/EPHB2/EXOSC3/FADD/FCGR3A/FOXP3/FYN/GAS6/GLI2/GPR65/HAVCR2/HES1/HHLA2/HLA-DMA/HLA-DMB/HLA-DOA/HLA-DPA1/HLA-DPB1/HLA-DQA1/HLA-DQA2/HLA-DQB1/HLA-DQB2/HLA-DRA/HLA-DRB1/HLA-DRB5/HLA-E/HLX/HMCES/HSPD1/IGFBP2/IL12RB1/IL1B/IL1RL2/IL23A/IL2RA/IL36B/IL4I1/IL6/IL6ST/IL7R/INPP5D/KMT5C/LEF1/LEP/LILRB1/LILRB2/MAD2L2/MAP3K8/MDK/MEF2C/MMP14/MSH2/NCKAP1L/NFATC2/NFKBIZ/NLRP3/NR5A2/NSD2/OPA1/PMS2/PRKCQ/PRKCZ/PRKDC/PTPRC/RAG1/RARA/SASH3/SH3KBP1/SIRPB1/SLC7A1/SMARCB1/SOX12/SOX4/SPI1/SPN/STAT5A/TBX21/TCF3/TESPA1/TFRC/TGFBR2/TLR4/TNFSF11/TNFSF13/TNFSF14/TNFSF4/TOX/TYROBP/VSIR/VTCN1/WNT10B/WNT3A/XCL1/YWHAG/ZBTB16/ZP3	125
BP	GO:0001942	hair follicle development	47/4549	99/18860	0.474747474747475	1.96828695839467	5.44597942050718	3.4237754544605e-07	1.23627640552777e-05	8.55068612747068e-06	CD109/CDH3/DKK1/DKK4/DLX3/DNASE1L2/DSC1/EDAR/EGFR/FERMT1/FGF7/FOXE1/FOXI3/FOXN1/FOXQ1/FST/FZD6/GAL/GLI2/HDAC1/HDAC2/HOXC13/IGFBP5/KRT17/LDB2/LGR4/LHX2/LRP4/MSX2/NGFR/NSUN2/PKP3/PLA2G10/SMO/SNAI1/SOX18/SOX21/SOX9/SPINK5/TFAP2C/TGFB2/TMEM79/TP63/VANGL2/WNT10A/WNT10B/WNT5A	47
BP	GO:0042063	gliogenesis	128/4549	357/18860	0.358543417366947	1.48650887042001	5.23222130097352	3.57191316976702e-07	1.28243859771351e-05	8.86996619669418e-06	ADGRG1/ADGRG6/AGER/AREG/ASCL2/ATP1B2/B4GALT6/BMP2/BNIP3/C1QA/C5AR1/CCL2/CCL3/CCR2/CD9/CDH2/CDK1/CDK5R1/CDK5R2/CDK6/CERS6/CLCN2/CLU/CNTN1/COL3A1/CRKL/CSF1/CSF1R/CX3CL1/CX3CR1/DAAM2/DLG5/DLL1/DLX1/DLX2/E2F1/EGR2/EIF2B5/EZH2/FGF2/FPR2/FYN/GAP43/GPC1/GPM6B/GSTP1/HDAC1/HDAC2/HES1/HMGA2/HRAS/ID2/ID4/IDH2/IL1B/IL33/IL6/IL6ST/ITGB4/KLF15/LAMA2/LAMB2/LAMC3/LDLR/LEF1/LEPR/LGI4/LIF/LRP1/LRP2/LRP8/MAL/MDK/MMP14/MMP24/MYCN/MYOC/MYRF/NCMAP/NDRG1/NEGR1/NKX2-1/NKX6-1/NRROS/NSUN5/NTN1/NTRK2/P2RY1/P2RY12/PARD3/PHGDH/PLAG1/PLPP3/POU3F1/PRX/PTPRB/PTPRZ1/QKI/RNF7/ROR1/RRAS/S100A9/SCRIB/SERPINE2/SLC7A5/SMO/SOX11/SOX2/SOX4/SOX9/SRGAP2C/TAL1/TENM4/TGFB2/TLR2/TLR4/TNFRSF1B/TNFRSF21/TP73/TPPP/TREM2/TSPAN2/TUBA1A/VCAN/VIM/WASF3/ZEB2/ZNF488	128
BP	GO:0032835	glomerulus development	38/4549	74/18860	0.513513513513513	2.12900964274893	5.48628873188684	3.69296680523016e-07	1.31841001368641e-05	9.1187619240652e-06	AGTR2/ANGPT1/AQP1/BASP1/BMP7/CD24/CD34/CFLAR/COL4A3/COL4A4/EDN1/EDNRA/EDNRB/EGR1/ENPEP/FOXJ1/GPR4/HES1/HEYL/IL6R/JAG1/KLF15/LAMB2/LGR4/MEF2C/NOTCH3/OSR1/PDGFB/PECAM1/PLCE1/PODXL/PTPRO/SERPINB7/SULF1/SULF2/TCF21/TEK/VANGL2	38
BP	GO:0045005	DNA-templated DNA replication maintenance of fidelity	35/4549	66/18860	0.53030303030303	2.19861841097277	5.49953041910647	3.86143661482494e-07	1.37080999826285e-05	9.48118558530642e-06	ATR/BARD1/BLM/BRCA1/BRCA2/CARM1/CDK1/CENPX/DDX11/DNA2/DONSON/EME1/EXO1/GEN1/HLTF/KMT5A/MCM8/MMS22L/PARP1/PCNA/POLD1/POLE/POLQ/PRKDC/RAD51/RBBP8/RFWD3/RNF126/SAMHD1/SLFN11/TIMELESS/TIPIN/TONSL/TRAIP/ZRANB3	35
BP	GO:0007229	integrin-mediated signaling pathway	53/4549	117/18860	0.452991452991453	1.87808722871374	5.37147237729939	4.17184950665047e-07	1.47273279511309e-05	1.01861329912454e-05	ADAM11/ADAMTS1/ADAMTS13/BST1/CCN1/CCN2/CD177/CD40LG/CD47/COL16A1/COL3A1/DIAPH3/EMP2/FCER1G/FERMT1/FERMT2/FERMT3/FGR/HCK/ITGA1/ITGA10/ITGA11/ITGA2/ITGA6/ITGA7/ITGA8/ITGA9/ITGAL/ITGAM/ITGAV/ITGAX/ITGB2/ITGB4/ITGB8/ITGBL1/LAMA1/LAMA2/LAMB2/LIMS2/MPIG6B/NEDD9/NME2/NRP1/PLAU/PLEK/PLPP3/PRAM1/PRKD1/RCC2/TEC/TLN1/TSPAN32/TYROBP	53
BP	GO:1905330	regulation of morphogenesis of an epithelium	36/4549	69/18860	0.521739130434783	2.16311277203781	5.45699720830774	4.48615837702145e-07	1.57489082135548e-05	1.08927073575398e-05	ADAMTS12/AGTR2/AR/BMP7/CXCL10/EGF/FGF2/FGF7/FKBPL/FOXP1/GDNF/GREM1/HGF/HOXB7/HOXD13/ITGAX/LBX2/LGR4/LIF/MDK/MMRN2/NTN4/PHB2/RNF207/SIX1/SIX2/SIX4/SMO/SNAI2/SOX9/SULF1/TACSTD2/TBX2/WNT2/WNT5A/WNT5B	36
